DPU Throughput
timestamp,FPS

DDR Bandwidth
timestamp,DDRC_PORT_S1_Read,DDRC_PORT_S1_Write,DDRC_PORT_S2_Read,DDRC_PORT_S2_Write,DDRC_PORT_S3_Read,DDRC_PORT_S3_Write,DDRC_PORT_S4_Read,DDRC_PORT_S4_Write,DDRC_PORT_S5_Read,DDRC_PORT_S5_Write,
12841016.41,427.12,37.16,424.68,593.26,0,0,0,0,0,0,
12841006.20,405.56,20.77,389.14,331.65,0,0,0,0,0,0,
12840995.99,314.37,22.83,308.33,361.33,0,0,0,0,0,0,
12840985.78,433.8,22.64,427.11,357.58,0,0,0,0,0,0,
12840975.58,862,41.6,854.51,660.57,0,0,0,0,0,0,
12840965.36,329.57,39.74,323.01,633.11,0,0,0,0,0,0,
12840955.16,374.77,19.39,363.56,307.17,0,0,0,0,0,0,
12840944.96,421.21,27.6,413.02,436.24,0,0,0,0,0,0,
12840934.74,753.39,54.72,749.18,871.7,0,0,0,0,0,0,
12840924.51,604.99,38.7,594.08,613.3,0,0,0,0,0,0,
12840914.30,433.09,21.33,418.18,335.58,0,0,0,0,0,0,
12840904.08,345.62,24.98,333.44,392.6,0,0,0,0,0,0,
12840893.87,595.56,47.26,589.45,750.79,0,0,0,0,0,0,
12840883.65,804.04,34.04,800.82,542.06,0,0,0,0,0,0,
12840873.43,329.18,26.15,319.5,406.36,0,0,0,0,0,0,
12840863.20,340.57,26.81,331.9,425.68,0,0,0,0,0,0,
12840853.01,575.94,30.61,574.03,486.07,0,0,0,0,0,0,
12840842.79,937.39,43.42,937.06,696.37,0,0,0,0,0,0,
12840832.59,303.88,40.18,285.4,635.63,0,0,0,0,0,0,
12840822.39,310.73,16,301.08,253.51,0,0,0,0,0,0,
12840812.19,426.38,27.93,422.67,442.33,0,0,0,0,0,0,
12840801.81,769.3,53.91,768.45,861.04,0,0,0,0,0,0,
12840791.59,565.84,37.76,563.24,601.1,0,0,0,0,0,0,
12840781.36,424.2,20.24,416.8,323.66,0,0,0,0,0,0,
12840771.14,314.04,22.59,305.91,356.22,0,0,0,0,0,0,
12840760.93,582.41,38.07,577.27,605.12,0,0,0,0,0,0,
12840750.71,856.19,40.95,850.7,651.17,0,0,0,0,0,0,
12840740.51,337.59,31.18,326.64,497.04,0,0,0,0,0,0,
12840730.30,302.94,25.91,299.16,411.86,0,0,0,0,0,0,
12840720.10,555.24,27.74,550.28,438.52,0,0,0,0,0,0,
12840709.91,913.02,44.93,906.38,714.6,0,0,0,0,0,0,
12840699.68,330.65,39.36,317.28,624.54,0,0,0,0,0,0,
12840689.47,354.3,19.34,345.72,308.17,0,0,0,0,0,0,
12840679.28,367.01,26.41,364.97,419.74,0,0,0,0,0,0,
12840669.07,676.49,51.4,672.18,814.78,0,0,0,0,0,0,
12840658.84,715.09,37.26,708.32,593.62,0,0,0,0,0,0,
12840648.64,441.34,24.89,419.7,392.56,0,0,0,0,0,0,
12840638.42,291.55,21.26,283.16,334.95,0,0,0,0,0,0,
12840628.21,607.55,38.53,605.98,613.48,0,0,0,0,0,0,
12840617.99,845.68,41.79,849.53,667.79,0,0,0,0,0,0,
12840607.78,318.96,30.18,312.86,479.6,0,0,0,0,0,0,
12840597.58,312.34,25.67,309.98,410.09,0,0,0,0,0,0,
12840587.37,559.96,27.92,558.37,444.57,0,0,0,0,0,0,
12840577.15,908.74,45.38,904.8,723.2,0,0,0,0,0,0,
12840566.93,325.07,39.3,316.12,625.23,0,0,0,0,0,0,
12840556.72,360.74,19.11,351.24,303.11,0,0,0,0,0,0,
12840546.52,372.11,27.2,367.34,430.81,0,0,0,0,0,0,
12840536.33,682.19,51.36,677.93,817.3,0,0,0,0,0,0,
12840526.11,706.36,36.39,696.82,578.63,0,0,0,0,0,0,
12840515.90,440.2,24.79,420.93,390.07,0,0,0,0,0,0,
12840505.69,288.04,20.97,278.14,327.37,0,0,0,0,0,0,
12840495.47,610.06,36.96,603.94,584.96,0,0,0,0,0,0,
12840485.25,860.88,43.48,853.03,691.34,0,0,0,0,0,0,
12840475.05,332.1,31.65,311.28,500.07,0,0,0,0,0,0,
12840464.85,312.27,21.31,301.53,337.19,0,0,0,0,0,0,
12840454.64,550.12,31.5,539.57,496.14,0,0,0,0,0,0,
12840444.41,907.72,45.81,901.31,729.31,0,0,0,0,0,0,
12840434.19,343.55,39,332.28,619.55,0,0,0,0,0,0,
12840423.98,364.12,19.57,351.15,308.87,0,0,0,0,0,0,
12840413.77,392.39,26.63,382.74,420.17,0,0,0,0,0,0,
12840403.57,618.11,49.46,612.37,787.02,0,0,0,0,0,0,
12840393.34,738.11,35.85,729.81,569.64,0,0,0,0,0,0,
12840383.13,385.96,23.11,379.01,368.15,0,0,0,0,0,0,
12840372.92,309.2,24.49,301.98,388.31,0,0,0,0,0,0,
12840362.73,617.88,34.13,616.15,541.89,0,0,0,0,0,0,
12840352.51,870.24,45.24,873.29,718.73,0,0,0,0,0,0,
12840342.30,260.97,32.15,260.76,512.56,0,0,0,0,0,0,
12840332.09,352.82,18.01,340.1,279.29,0,0,0,0,0,0,
12840321.89,464.12,30.88,460.42,488.82,0,0,0,0,0,0,
12840311.68,805.4,51.04,800.29,810.21,0,0,0,0,0,0,
12840301.46,516.28,39.11,502.09,619.88,0,0,0,0,0,0,
12840291.24,397.15,20.51,376.17,324.96,0,0,0,0,0,0,
12840281.04,351.85,27.53,344.59,434.35,0,0,0,0,0,0,
12840270.85,492.18,23.54,480.06,370.95,0,0,0,0,0,0,
12840260.63,893.58,45.96,889.16,732.25,0,0,0,0,0,0,
12840250.43,318.26,34,317.04,544.15,0,0,0,0,0,0,
12840240.23,293.09,15.81,283.35,247.55,0,0,0,0,0,0,
12840230.04,551.22,35.94,542.6,567.44,0,0,0,0,0,0,
12840219.82,903.36,48.24,891.17,764.26,0,0,0,0,0,0,
12840209.60,377.12,39.15,364.21,621.68,0,0,0,0,0,0,
12840199.39,398.54,20.72,385.57,326.39,0,0,0,0,0,0,
12840189.19,406.49,27.44,395.58,431.56,0,0,0,0,0,0,
12840179.00,718.89,53.38,715.39,849.61,0,0,0,0,0,0,
12840168.78,635.78,38.44,626.6,610.11,0,0,0,0,0,0,
12840158.56,412.79,21.07,396.46,332.2,0,0,0,0,0,0,
12840148.36,271.96,20.62,263.52,324.7,0,0,0,0,0,0,
12840138.15,509.57,27.88,506.3,440.1,0,0,0,0,0,0,
12840127.95,913.73,41.61,909.14,661.39,0,0,0,0,0,0,
12840117.74,291.19,40.14,280.99,639.35,0,0,0,0,0,0,
12840107.53,317.98,16.72,304.14,264.25,0,0,0,0,0,0,
12840097.33,434.46,28.98,428.14,459.87,0,0,0,0,0,0,
12840087.13,454.35,35.47,449.24,564.61,0,0,0,0,0,0,
12840076.89,830.48,36.32,827.35,579.57,0,0,0,0,0,0,
12840066.69,321.78,28,308.66,442.26,0,0,0,0,0,0,
12840056.49,322.53,26.38,315.28,419.09,0,0,0,0,0,0,
12840046.29,572.38,29.44,568.16,466.3,0,0,0,0,0,0,
12840036.08,917.74,44.47,912.67,707.64,0,0,0,0,0,0,
12840025.84,310.78,38.9,300.49,618.74,0,0,0,0,0,0,
12840015.64,358.28,19.23,349.27,305.3,0,0,0,0,0,0,
12840005.42,427.58,28.66,420.14,452.13,0,0,0,0,0,0,
12839995.22,778.38,53.81,777.04,857.71,0,0,0,0,0,0,
12839985.02,583.96,38.75,575.02,617.43,0,0,0,0,0,0,
12839974.80,396.2,20.02,385.1,317.38,0,0,0,0,0,0,
12839964.61,353.24,28.78,343.17,451.84,0,0,0,0,0,0,
12839954.42,489.87,22.87,486.46,362.08,0,0,0,0,0,0,
12839944.19,814.47,37.6,815.41,599.04,0,0,0,0,0,0,
12839933.98,309.8,38.42,311.15,614.37,0,0,0,0,0,0,
12839923.77,337.29,19.4,322.22,307.03,0,0,0,0,0,0,
12839913.56,420.27,27.79,417.35,440.23,0,0,0,0,0,0,
12839903.35,489.38,42.67,488.07,681.31,0,0,0,0,0,0,
12839893.14,814.47,36.1,811.58,574.87,0,0,0,0,0,0,
12839882.94,337.76,25.38,328.22,400.8,0,0,0,0,0,0,
12839872.73,322.08,25.1,313.25,397.01,0,0,0,0,0,0,
12839862.55,556.88,30.1,551.36,476.33,0,0,0,0,0,0,
12839852.34,849.66,42.4,844.28,674.36,0,0,0,0,0,0,
12839842.13,350.78,38.98,341.45,621.6,0,0,0,0,0,0,
12839831.92,375.28,20.01,363.52,316.1,0,0,0,0,0,0,
12839821.72,388.04,27.76,383.48,439.45,0,0,0,0,0,0,
12839811.51,632.11,48.96,629.67,779.69,0,0,0,0,0,0,
12839801.28,707.71,35.09,705.3,557.8,0,0,0,0,0,0,
12839791.08,398.58,23.96,390.01,382.09,0,0,0,0,0,0,
12839780.86,291.78,22.34,282.12,353.94,0,0,0,0,0,0,
12839770.66,581.88,31.92,575.78,505.75,0,0,0,0,0,0,
12839760.46,900.55,45.06,897.23,715.18,0,0,0,0,0,0,
12839750.26,345.64,37.11,332.72,590.85,0,0,0,0,0,0,
12839740.07,291.8,15.9,278.27,249.31,0,0,0,0,0,0,
12839729.76,512.95,34.28,500.67,540.86,0,0,0,0,0,0,
12839719.55,862.32,49.2,852.36,780.95,0,0,0,0,0,0,
12839709.33,398.15,36.84,389.16,585.98,0,0,0,0,0,0,
12839699.11,411.53,20.3,397.59,320.77,0,0,0,0,0,0,
12839688.91,372,29.74,361.58,469.11,0,0,0,0,0,0,
12839678.72,502.53,24.99,495.69,394.32,0,0,0,0,0,0,
12839668.49,878.62,44.6,873.53,709.02,0,0,0,0,0,0,
12839658.29,323.66,33.34,316.81,532.85,0,0,0,0,0,0,
12839648.10,299.47,16.37,293,258.38,0,0,0,0,0,0,
12839637.89,534.53,34.5,530.74,546.93,0,0,0,0,0,0,
12839627.68,869.53,46.72,868.88,744.3,0,0,0,0,0,0,
12839617.46,382.29,39.34,375.53,627.9,0,0,0,0,0,0,
12839607.26,379.92,19.51,369.35,309.06,0,0,0,0,0,0,
12839597.05,394.07,27.6,384.94,431.77,0,0,0,0,0,0,
12839586.85,733.25,54.7,724.63,869.59,0,0,0,0,0,0,
12839576.64,672.87,38.15,653.28,602.94,0,0,0,0,0,0,
12839566.44,450.6,22.47,430.19,354,0,0,0,0,0,0,
12839556.23,283.8,22.25,276.9,352,0,0,0,0,0,0,
12839546.03,408.56,21.07,401.16,332.67,0,0,0,0,0,0,
12839535.84,709.76,42.71,706.94,680.55,0,0,0,0,0,0,
12839525.62,475.52,38.72,464.44,616.13,0,0,0,0,0,0,
12839515.40,370.7,20.02,366.28,318.85,0,0,0,0,0,0,
12839505.18,363.98,27.37,361.36,433.09,0,0,0,0,0,0,
12839494.98,502,32.1,494.99,508.54,0,0,0,0,0,0,
12839484.80,858.45,36.52,853,582.3,0,0,0,0,0,0,
12839474.58,321.47,34.95,310.74,555.12,0,0,0,0,0,0,
12839464.39,310.8,16.98,305.79,268.1,0,0,0,0,0,0,
12839454.19,539.9,35.58,536.5,564.13,0,0,0,0,0,0,
12839443.98,890.82,47.29,886.35,750.86,0,0,0,0,0,0,
12839433.78,385.68,38.77,374.63,616.47,0,0,0,0,0,0,
12839423.57,388.8,20.3,376.31,316.18,0,0,0,0,0,0,
12839413.37,409.62,28.06,400.2,441.36,0,0,0,0,0,0,
12839403.16,704.08,53.53,697.61,851.02,0,0,0,0,0,0,
12839392.95,653.82,38.58,655.3,616.98,0,0,0,0,0,0,
12839382.74,419.54,21.42,400.68,337.89,0,0,0,0,0,0,
12839372.53,273.32,20.64,266.66,325.83,0,0,0,0,0,0,
12839362.34,426.94,22.1,418.05,346.97,0,0,0,0,0,0,
12839352.12,800.71,43.69,797.43,696.07,0,0,0,0,0,0,
12839341.91,411.59,40.03,406.76,635.14,0,0,0,0,0,0,
12839331.69,395.06,19.71,380.35,309.73,0,0,0,0,0,0,
12839321.49,391.15,28.16,382.11,444.37,0,0,0,0,0,0,
12839311.29,696.81,52.89,693.79,843.23,0,0,0,0,0,0,
12839301.06,678.56,36.19,681.76,580.02,0,0,0,0,0,0,
12839290.85,455.64,24.37,443.2,386.41,0,0,0,0,0,0,
12839280.63,280.97,21.17,274.7,334.08,0,0,0,0,0,0,
12839270.43,604.92,39.62,603.43,630.02,0,0,0,0,0,0,
12839260.21,847.47,40.3,843.5,642.18,0,0,0,0,0,0,
12839250.00,309.98,29.38,301.88,464.16,0,0,0,0,0,0,
12839239.80,305.08,25.38,298.83,404.83,0,0,0,0,0,0,
12839229.59,580.61,29.69,575.34,469.56,0,0,0,0,0,0,
12839219.37,938.56,45.41,932.24,720.11,0,0,0,0,0,0,
12839209.15,307.01,38.93,304.85,619.88,0,0,0,0,0,0,
12839198.95,365.45,19.37,347.15,304.63,0,0,0,0,0,0,
12839188.75,443.56,29.41,438.8,466.68,0,0,0,0,0,0,
12839178.45,610.97,49.48,605.67,788.89,0,0,0,0,0,0,
12839168.21,680.64,36.18,675.49,576.79,0,0,0,0,0,0,
12839158.01,439.15,24.11,430.67,383.64,0,0,0,0,0,0,
12839147.80,274.35,20.89,270.85,332.61,0,0,0,0,0,0,
12839137.59,544.49,29.55,543.67,469.64,0,0,0,0,0,0,
12839127.36,910.27,43.9,909,702.51,0,0,0,0,0,0,
12839117.16,320.86,37.85,314.03,602.49,0,0,0,0,0,0,
12839106.96,280.24,15.84,267.28,250.62,0,0,0,0,0,0,
12839096.76,493.36,31.81,481.97,501.15,0,0,0,0,0,0,
12839086.56,849.1,49.94,842.86,794.56,0,0,0,0,0,0,
12839076.34,437.4,38.28,426.68,608.15,0,0,0,0,0,0,
12839066.14,421.42,20.86,407.24,328.38,0,0,0,0,0,0,
12839055.93,313.21,22.14,301.46,343.95,0,0,0,0,0,0,
12839045.73,605.48,45.09,602.23,717.74,0,0,0,0,0,0,
12839035.51,844.99,37.27,837.04,593.98,0,0,0,0,0,0,
12839025.31,327.25,27.82,304.54,436.89,0,0,0,0,0,0,
12839015.10,354.32,27.8,344.68,441.42,0,0,0,0,0,0,
12839004.92,565.24,29.5,560.89,467.71,0,0,0,0,0,0,
12838994.70,934.39,42.99,932.49,684.57,0,0,0,0,0,0,
12838984.49,281.34,39.89,268.54,634.73,0,0,0,0,0,0,
12838974.28,333.5,17.18,321.56,271.83,0,0,0,0,0,0,
12838964.08,447.16,29.45,441.02,465.34,0,0,0,0,0,0,
12838953.85,815.87,52.51,809.51,834.17,0,0,0,0,0,0,
12838943.64,513.02,38.5,507.97,614.73,0,0,0,0,0,0,
12838933.44,416.42,20.68,404.54,327.03,0,0,0,0,0,0,
12838923.24,278.81,20.86,274.03,330.26,0,0,0,0,0,0,
12838913.04,413.15,22.34,410.27,353.11,0,0,0,0,0,0,
12838902.85,840.66,45.04,836.17,716.4,0,0,0,0,0,0,
12838892.62,395.95,38.6,389.38,615.01,0,0,0,0,0,0,
12838882.41,380.18,19.64,370.47,310.98,0,0,0,0,0,0,
12838872.21,385.32,27.21,381.33,432.05,0,0,0,0,0,0,
12838862.02,633.95,49.58,630.04,789.47,0,0,0,0,0,0,
12838851.80,737.37,38.23,737.4,604.44,0,0,0,0,0,0,
12838841.59,437.84,25.48,417.11,404,0,0,0,0,0,0,
12838831.37,260.59,19.63,255.41,309.59,0,0,0,0,0,0,
12838821.14,562,30.61,555.39,484.17,0,0,0,0,0,0,
12838810.94,915.78,44.55,907.27,707.38,0,0,0,0,0,0,
12838800.73,332.26,38.31,323.74,609.82,0,0,0,0,0,0,
12838790.53,294.08,15.65,284.75,247.5,0,0,0,0,0,0,
12838780.33,476.4,31.26,469.27,493.75,0,0,0,0,0,0,
12838770.12,792.88,51.53,788.17,820.8,0,0,0,0,0,0,
12838759.90,523.72,38.49,506.97,609.5,0,0,0,0,0,0,
12838749.68,434.68,21.64,420.23,341.69,0,0,0,0,0,0,
12838739.48,362.47,28.49,354.22,451.49,0,0,0,0,0,0,
12838729.26,631.6,46.88,626.56,746.06,0,0,0,0,0,0,
12838719.04,747.37,34.71,746.07,553.27,0,0,0,0,0,0,
12838708.83,372.55,23.87,365.15,377.43,0,0,0,0,0,0,
12838698.62,304.6,24.71,299.1,393.22,0,0,0,0,0,0,
12838688.41,609.51,32.79,605.07,520.81,0,0,0,0,0,0,
12838678.21,896.38,46.44,894.73,737.78,0,0,0,0,0,0,
12838668.00,320.58,34.66,310.61,551.64,0,0,0,0,0,0,
12838657.80,295.32,16.1,291.39,257.24,0,0,0,0,0,0,
12838647.60,542.86,35.7,536.58,564.34,0,0,0,0,0,0,
12838637.38,879.43,47.66,875.99,759.6,0,0,0,0,0,0,
12838627.16,387.11,38.75,378.96,616.58,0,0,0,0,0,0,
12838616.94,394.2,19.85,385.66,316.02,0,0,0,0,0,0,
12838606.75,407.08,28.29,403.58,448.31,0,0,0,0,0,0,
12838596.46,696.05,53.71,696.38,856.59,0,0,0,0,0,0,
12838586.25,671.84,38.55,661.82,612.41,0,0,0,0,0,0,
12838576.04,445.39,22.25,433.07,352.2,0,0,0,0,0,0,
12838565.81,293.81,21.73,282.01,342.23,0,0,0,0,0,0,
12838555.60,496.11,26.21,489.65,415.04,0,0,0,0,0,0,
12838545.38,904.07,41.27,899.56,657.16,0,0,0,0,0,0,
12838535.17,297.36,40.3,284.3,637.16,0,0,0,0,0,0,
12838524.96,311.43,16.1,297.82,252.72,0,0,0,0,0,0,
12838514.76,490.28,31.75,480.89,497.97,0,0,0,0,0,0,
12838504.54,824.39,51.76,819.85,823.94,0,0,0,0,0,0,
12838494.33,489,38.2,484.38,609.11,0,0,0,0,0,0,
12838484.12,416.73,20.82,402.49,331.33,0,0,0,0,0,0,
12838473.90,374.69,28.95,370.08,459.62,0,0,0,0,0,0,
12838463.71,538.94,40.03,537.4,637.48,0,0,0,0,0,0,
12838453.49,818.41,34.48,814.62,550.4,0,0,0,0,0,0,
12838443.27,311.33,26.64,300.76,419.45,0,0,0,0,0,0,
12838433.06,339.43,26.82,332.32,426.09,0,0,0,0,0,0,
12838422.87,570.48,30.15,567.08,478.42,0,0,0,0,0,0,
12838412.65,962.42,44.29,958.08,707.18,0,0,0,0,0,0,
12838402.43,305.01,40.95,291.11,647.03,0,0,0,0,0,0,
12838392.22,312.15,16.21,302.83,256.11,0,0,0,0,0,0,
12838382.03,475.74,30.96,467.48,488.53,0,0,0,0,0,0,
12838371.81,628.38,50.59,622.55,806.29,0,0,0,0,0,0,
12838361.59,648.06,35.92,646.47,571.22,0,0,0,0,0,0,
12838351.38,429.65,22.43,422.74,356.95,0,0,0,0,0,0,
12838341.15,312.62,22.92,304.24,356.64,0,0,0,0,0,0,
12838330.95,488.05,26.79,485.43,423.97,0,0,0,0,0,0,
12838320.73,925.72,43.8,920.7,700.71,0,0,0,0,0,0,
12838310.52,346.71,39.88,324.66,631.08,0,0,0,0,0,0,
12838300.33,294.79,16.49,289.39,262.57,0,0,0,0,0,0,
12838290.13,403.41,26.33,399.72,416.46,0,0,0,0,0,0,
12838279.92,731.13,52.89,733.23,843.82,0,0,0,0,0,0,
12838269.70,597.91,38.89,591.1,621.01,0,0,0,0,0,0,
12838259.47,413.39,20.77,403.29,330.5,0,0,0,0,0,0,
12838249.25,341.01,27.48,338.02,437.5,0,0,0,0,0,0,
12838239.04,611.47,44.74,606.21,710.08,0,0,0,0,0,0,
12838228.82,805.56,36.28,808.52,578.12,0,0,0,0,0,0,
12838218.61,345.77,25.05,335.54,395.81,0,0,0,0,0,0,
12838208.38,345.91,26.85,338.4,426.94,0,0,0,0,0,0,
12838198.19,585.71,31.66,582.56,501.87,0,0,0,0,0,0,
12838187.96,916.66,43.69,913.91,695.5,0,0,0,0,0,0,
12838177.74,334.8,38.41,326.56,608.18,0,0,0,0,0,0,
12838167.55,303.08,17.01,292.95,266.92,0,0,0,0,0,0,
12838157.35,491.07,32.58,490.76,516.46,0,0,0,0,0,0,
12838147.13,840.68,48.89,835.55,778.4,0,0,0,0,0,0,
12838136.92,447.82,39.37,433.46,626.3,0,0,0,0,0,0,
12838126.71,390.5,19.8,369.74,313.84,0,0,0,0,0,0,
12838116.50,374.38,27.72,369.36,439.26,0,0,0,0,0,0,
12838106.30,679.3,50.79,674.92,809.09,0,0,0,0,0,0,
12838096.08,713.11,36,710.58,573.15,0,0,0,0,0,0,
12838085.86,414.56,23.87,396.52,376.3,0,0,0,0,0,0,
12838075.64,275.81,21.26,271.19,337.83,0,0,0,0,0,0,
12838065.44,617.09,34.2,615.4,544.65,0,0,0,0,0,0,
12838055.22,874.96,45.35,872.96,723.13,0,0,0,0,0,0,
12838045.02,332.88,34.93,320.06,552.6,0,0,0,0,0,0,
12838034.83,311.24,17.17,303.83,272.48,0,0,0,0,0,0,
12838024.63,527.45,34.64,518.63,545.84,0,0,0,0,0,0,
12838014.42,884.29,46.74,876.79,744.32,0,0,0,0,0,0,
12838004.20,376.87,39.23,366.12,622.8,0,0,0,0,0,0,
12837993.99,377.74,19.83,364.47,313.18,0,0,0,0,0,0,
12837983.79,362.65,26.74,360.03,425.12,0,0,0,0,0,0,
12837973.59,673.14,50.62,669.46,801.37,0,0,0,0,0,0,
12837963.36,725.87,37.79,720.41,602.43,0,0,0,0,0,0,
12837953.15,422.5,23.85,407.43,377.52,0,0,0,0,0,0,
12837942.94,277.98,21.23,276.19,335.59,0,0,0,0,0,0,
12837932.74,550.62,30.37,546.98,480.88,0,0,0,0,0,0,
12837922.54,915.98,43.75,919.21,697.15,0,0,0,0,0,0,
12837912.32,322.9,38.06,323.29,608.65,0,0,0,0,0,0,
12837902.13,306.29,16.58,293.35,262.48,0,0,0,0,0,0,
12837891.93,496.8,32.65,491.67,517.22,0,0,0,0,0,0,
12837881.74,822.8,49.5,817.23,787.79,0,0,0,0,0,0,
12837871.52,471.6,39.11,468.78,623.15,0,0,0,0,0,0,
12837861.30,391.28,20.19,382.59,320.95,0,0,0,0,0,0,
12837851.11,371.2,27.39,369.7,434.77,0,0,0,0,0,0,
12837840.91,674.84,50.62,668.17,805.2,0,0,0,0,0,0,
12837830.72,726.66,37.4,716.54,594.67,0,0,0,0,0,0,
12837820.51,421.62,23.99,407.52,380.07,0,0,0,0,0,0,
12837810.30,274.98,20.58,269.23,325.07,0,0,0,0,0,0,
12837800.10,627.37,38.26,621.01,602.75,0,0,0,0,0,0,
12837789.88,870.08,43.49,871.92,694.02,0,0,0,0,0,0,
12837779.67,313.81,31.22,295.43,495.22,0,0,0,0,0,0,
12837769.47,317.54,16.91,309.85,270.41,0,0,0,0,0,0,
12837759.27,496.3,31.8,487.7,503.53,0,0,0,0,0,0,
12837749.05,812.46,49.77,809.87,792.61,0,0,0,0,0,0,
12837738.83,487.67,38.59,480.28,613.8,0,0,0,0,0,0,
12837728.61,390.11,20.22,381.01,320.36,0,0,0,0,0,0,
12837718.41,362.52,27.72,355.31,438.41,0,0,0,0,0,0,
12837708.21,506.45,32.56,500.74,517.9,0,0,0,0,0,0,
12837697.99,867.4,40.66,859.75,647.03,0,0,0,0,0,0,
12837687.78,317.84,29.89,306.95,471.64,0,0,0,0,0,0,
12837677.58,313.41,25.35,299.67,400.83,0,0,0,0,0,0,
12837667.36,571.01,29.29,560.55,459.22,0,0,0,0,0,0,
12837657.14,906.06,45.37,897.2,721.19,0,0,0,0,0,0,
12837646.92,333.75,38.66,323.66,614.4,0,0,0,0,0,0,
12837636.70,374.46,19.61,361.6,308.08,0,0,0,0,0,0,
12837626.50,389.59,27.95,385.15,440.24,0,0,0,0,0,0,
12837616.29,683.71,52.18,685.27,831.67,0,0,0,0,0,0,
12837606.07,679.53,36.46,668.58,578.52,0,0,0,0,0,0,
12837595.86,442.59,23.93,428.04,382.02,0,0,0,0,0,0,
12837585.64,289.49,21.32,285.84,337.99,0,0,0,0,0,0,
12837575.43,607.46,42.74,601.3,679.4,0,0,0,0,0,0,
12837565.23,860.72,39.35,851.66,625.02,0,0,0,0,0,0,
12837555.02,318.84,28.84,308.78,454.91,0,0,0,0,0,0,
12837544.82,317.69,25.3,312.07,402.48,0,0,0,0,0,0,
12837534.61,569.94,29.36,565.74,467.1,0,0,0,0,0,0,
12837524.40,956.28,45.55,948.63,725.14,0,0,0,0,0,0,
12837514.18,291.46,38.16,279.22,608.68,0,0,0,0,0,0,
12837503.98,341.68,19.31,334.09,307.01,0,0,0,0,0,0,
12837493.77,389.99,27.59,385.63,436.14,0,0,0,0,0,0,
12837483.57,513.6,40.92,509.1,651.94,0,0,0,0,0,0,
12837473.35,814.08,34.71,810.15,549.51,0,0,0,0,0,0,
12837463.14,330.41,26.41,313.64,416.55,0,0,0,0,0,0,
12837452.92,327.73,25.76,315.08,407.41,0,0,0,0,0,0,
12837442.72,481.36,25.14,478.38,397.21,0,0,0,0,0,0,
12837432.53,896.36,46.82,894.34,743.98,0,0,0,0,0,0,
12837422.31,379.55,40.22,369.76,638.04,0,0,0,0,0,0,
12837412.09,358.02,18.93,343.31,300.48,0,0,0,0,0,0,
12837401.85,402.29,28.03,392.92,441.91,0,0,0,0,0,0,
12837391.65,472.87,30.17,469.64,478.15,0,0,0,0,0,0,
12837381.42,852.5,42.03,851.3,669.68,0,0,0,0,0,0,
12837371.21,305.47,29.32,301.01,466.02,0,0,0,0,0,0,
12837361.01,304.74,25.86,296.8,410.2,0,0,0,0,0,0,
12837350.82,544.08,27.67,539.29,438.6,0,0,0,0,0,0,
12837340.61,586.03,43.65,582.63,694.02,0,0,0,0,0,0,
12837330.39,606.3,39,590.3,618.53,0,0,0,0,0,0,
12837320.16,414.78,20.87,404.1,331.81,0,0,0,0,0,0,
12837309.95,355.88,28.28,346.24,444.93,0,0,0,0,0,0,
12837299.74,609.23,45.55,605.67,725.45,0,0,0,0,0,0,
12837289.52,795.7,35.33,787.64,561.44,0,0,0,0,0,0,
12837279.31,344.47,24.7,326.6,387.38,0,0,0,0,0,0,
12837269.09,318.1,24.97,304.78,393.82,0,0,0,0,0,0,
12837258.90,560.42,30.08,550.08,472.84,0,0,0,0,0,0,
12837248.69,797.47,42.21,790.76,669.42,0,0,0,0,0,0,
12837238.48,403.51,39.26,388.27,624.46,0,0,0,0,0,0,
12837228.26,395.43,20.48,372.56,321.4,0,0,0,0,0,0,
12837218.07,393.57,27.7,381.85,436.48,0,0,0,0,0,0,
12837207.85,698.34,52.84,688.81,840.42,0,0,0,0,0,0,
12837197.62,665.76,36.4,651.31,577.24,0,0,0,0,0,0,
12837187.41,434.96,22.8,422.11,361.61,0,0,0,0,0,0,
12837177.19,301.79,22.35,297.57,353.98,0,0,0,0,0,0,
12837166.99,598.95,45.07,595.28,717.26,0,0,0,0,0,0,
12837156.79,850.43,37.52,839.16,595.97,0,0,0,0,0,0,
12837146.59,318.94,27.14,303.73,430.07,0,0,0,0,0,0,
12837136.39,360.68,27.35,352.77,434.2,0,0,0,0,0,0,
12837126.19,481.45,25.2,484.03,400.46,0,0,0,0,0,0,
12837115.98,874.4,46.94,878.72,750.66,0,0,0,0,0,0,
12837105.76,385.16,38.75,390.22,620.22,0,0,0,0,0,0,
12837095.54,387.93,20,372.56,313.36,0,0,0,0,0,0,
12837085.35,411.56,28.25,404.54,444.74,0,0,0,0,0,0,
12837075.14,708.09,53.69,707.58,856.72,0,0,0,0,0,0,
12837064.92,655.72,37.82,645.35,601.5,0,0,0,0,0,0,
12837054.71,437.65,21.54,421.33,342.29,0,0,0,0,0,0,
12837044.51,295.84,21.54,284.49,339.01,0,0,0,0,0,0,
12837034.29,618.4,43.55,609.23,690.95,0,0,0,0,0,0,
12837024.06,845.12,36.92,843.71,589.63,0,0,0,0,0,0,
12837013.86,317.99,29.53,311.18,468.32,0,0,0,0,0,0,
12837003.66,292.57,24.7,281.89,389.96,0,0,0,0,0,0,
12836993.46,481.24,24.1,475.59,380.69,0,0,0,0,0,0,
